user,content,like,time
zkpkkobe,xggg啥时候出鸡煲，玩来玩去还是鸡煲最难[妙啊],1,2023-07-16 12:01:52
万恶的啤酒肚,"战士：好耶 振撑肚皮， 我祭品呢
猎人：好耶 杂技 战术 本能   删牌删牌
鸡煲：我集中呢
观者：我虎呢  老板救救啊",1,2023-07-13 19:24:33
落羽鸽,猎人最佳过渡方法是直接跳过猎人和鸡煲，一步直接靠一姐,1,2023-07-13 13:15:16
-有病病,[妙啊]等鸡煲的攻略,0,2023-07-19 18:50:14
