user,content,like,time
恩希克尔,经典回顾，鸡煲因为嗯走物理，拿了三张重编程玩物理机，而遭到了机魂的惩罚，在心脏被排序鬼抽薄纱，最终含恨而终，连胜清零，距今我忘了天，望周知,129,2023-03-21 10:35:24
恩希克尔,kakaa史官们行动起来，就在今天，鸡煲因为极差的运气和排序，三层没有一张金卡一个遗物，最终含恨陨落在四层，刚有起色的七连胜再度宣告终结，这是鸡煲对106连胜最逆反的一集，我作为乳机派首当其冲敢来嘲笑：鸡煲不行,69,2023-03-26 22:45:08
cAn9ine,"2023年3月26日，鸡煲第8局，从头到尾只有三张金卡的鸡煲在经历多次鬼抽并且被25仔大伤元气后无奈败于心脏，尽力局。
距今已有0天，望周知",46,2023-03-26 22:46:12
